sku_code,category,material_name,specification,unit,reference_price,aliases
ELC-001,工业电气,交流接触器,CJX2-0910 AC220V 10,个,62.00,CJX2 9A 220V
ELC-002,工业电气,交流接触器,CJX2-1210 AC220V 10,个,68.40,CJX2 12A 220V
ELC-003,工业电气,交流接触器,CJX2-1810 AC220V 10,个,74.80,CJX2 18A 220V
ELC-004,工业电气,交流接触器,CJX2-2510 AC220V 10,个,81.20,CJX2 25A 220V
ELC-005,工业电气,交流接触器,CJX2-3210 AC220V 10,个,87.60,CJX2 32A 220V
ELC-006,工业电气,交流接触器,CJX2-4011 AC220V 10,个,94.00,CJX2 40A 220V
ELC-007,工业电气,交流接触器,CJX2-0910 AC380V 10,个,100.40,CJX2 9A 380V
ELC-008,工业电气,交流接触器,CJX2-1210 AC380V 10,个,106.80,CJX2 12A 380V
ELC-009,工业电气,交流接触器,CJX2-1810 AC380V 10,个,113.20,CJX2 18A 380V
ELC-010,工业电气,交流接触器,CJX2-2510 AC380V 10,个,119.60,CJX2 25A 380V
ELC-011,工业电气,交流接触器,CJX2-3210 AC380V 10,个,126.00,CJX2 32A 380V
ELC-012,工业电气,交流接触器,CJX2-4011 AC380V 10,个,132.40,CJX2 40A 380V
ELC-013,工业电气,交流接触器,CJX2-0910 AC220V 11,个,138.80,CJX2 9A 220V
ELC-014,工业电气,交流接触器,CJX2-1210 AC220V 11,个,145.20,CJX2 12A 220V
ELC-015,工业电气,交流接触器,CJX2-1810 AC220V 11,个,151.60,CJX2 18A 220V
ELC-016,工业电气,交流接触器,CJX2-2510 AC220V 11,个,158.00,CJX2 25A 220V
ELC-017,工业电气,交流接触器,CJX2-3210 AC220V 11,个,164.40,CJX2 32A 220V
ELC-018,工业电气,交流接触器,CJX2-4011 AC220V 11,个,170.80,CJX2 40A 220V
ELC-019,工业电气,交流接触器,CJX2-0910 AC380V 11,个,177.20,CJX2 9A 380V
ELC-020,工业电气,交流接触器,CJX2-1210 AC380V 11,个,183.60,CJX2 12A 380V
ELC-021,工业电气,交流接触器,CJX2-1810 AC380V 11,个,190.00,CJX2 18A 380V
ELC-022,工业电气,交流接触器,CJX2-2510 AC380V 11,个,196.40,CJX2 25A 380V
ELC-023,工业电气,交流接触器,CJX2-3210 AC380V 11,个,202.80,CJX2 32A 380V
ELC-024,工业电气,交流接触器,CJX2-4011 AC380V 11,个,209.20,CJX2 40A 380V
ELC-025,工业电气,交流接触器,CJX2-0910 AC220V 01,个,215.60,CJX2 9A 220V
ELC-026,工业电气,交流接触器,CJX2-1210 AC220V 01,个,222.00,CJX2 12A 220V
ELC-027,工业电气,交流接触器,CJX2-1810 AC220V 01,个,228.40,CJX2 18A 220V
ELC-028,工业电气,交流接触器,CJX2-2510 AC220V 01,个,234.80,CJX2 25A 220V
ELC-029,工业电气,交流接触器,CJX2-3210 AC220V 01,个,241.20,CJX2 32A 220V
ELC-030,工业电气,交流接触器,CJX2-4011 AC220V 01,个,247.60,CJX2 40A 220V
ELC-031,工业电气,交流接触器,CJX2-0910 AC380V 01,个,254.00,CJX2 9A 380V
ELC-032,工业电气,交流接触器,CJX2-1210 AC380V 01,个,260.40,CJX2 12A 380V
ELC-033,工业电气,交流接触器,CJX2-1810 AC380V 01,个,266.80,CJX2 18A 380V
ELC-034,工业电气,交流接触器,CJX2-2510 AC380V 01,个,273.20,CJX2 25A 380V
ELC-035,工业电气,交流接触器,CJX2-3210 AC380V 01,个,279.60,CJX2 32A 380V
ELC-036,工业电气,交流接触器,CJX2-4011 AC380V 01,个,286.00,CJX2 40A 380V
ELC-037,工业电气,交流接触器,CJX2-0910 AC220V 22,个,292.40,CJX2 9A 220V
ELC-038,工业电气,交流接触器,CJX2-1210 AC220V 22,个,298.80,CJX2 12A 220V
ELC-039,工业电气,交流接触器,CJX2-1810 AC220V 22,个,305.20,CJX2 18A 220V
ELC-040,工业电气,交流接触器,CJX2-2510 AC220V 22,个,311.60,CJX2 25A 220V
ELC-041,工业电气,交流接触器,CJX2-3210 AC220V 22,个,318.00,CJX2 32A 220V
ELC-042,工业电气,交流接触器,CJX2-4011 AC220V 22,个,324.40,CJX2 40A 220V
ELC-043,工业电气,交流接触器,CJX2-0910 AC380V 22,个,330.80,CJX2 9A 380V
ELC-044,工业电气,交流接触器,CJX2-1210 AC380V 22,个,337.20,CJX2 12A 380V
ELC-045,工业电气,交流接触器,CJX2-1810 AC380V 22,个,343.60,CJX2 18A 380V
ELC-046,工业电气,交流接触器,CJX2-2510 AC380V 22,个,350.00,CJX2 25A 380V
ELC-047,工业电气,交流接触器,CJX2-3210 AC380V 22,个,356.40,CJX2 32A 380V
ELC-048,工业电气,交流接触器,CJX2-4011 AC380V 22,个,362.80,CJX2 40A 380V
ELC-049,工业电气,交流接触器,CJX2-0910 AC220V 31,个,369.20,CJX2 9A 220V
ELC-050,工业电气,交流接触器,CJX2-1210 AC220V 31,个,375.60,CJX2 12A 220V
ELC-051,工业电气,交流接触器,CJX2-1810 AC220V 31,个,382.00,CJX2 18A 220V
ELC-052,工业电气,交流接触器,CJX2-2510 AC220V 31,个,388.40,CJX2 25A 220V
ELC-053,工业电气,交流接触器,CJX2-3210 AC220V 31,个,394.80,CJX2 32A 220V
ELC-054,工业电气,交流接触器,CJX2-4011 AC220V 31,个,401.20,CJX2 40A 220V
ELC-055,工业电气,交流接触器,CJX2-0910 AC380V 31,个,407.60,CJX2 9A 380V
ELC-056,工业电气,交流接触器,CJX2-1210 AC380V 31,个,414.00,CJX2 12A 380V
ELC-057,工业电气,交流接触器,CJX2-1810 AC380V 31,个,420.40,CJX2 18A 380V
ELC-058,工业电气,交流接触器,CJX2-2510 AC380V 31,个,426.80,CJX2 25A 380V
ELC-059,工业电气,交流接触器,CJX2-3210 AC380V 31,个,433.20,CJX2 32A 380V
ELC-060,工业电气,交流接触器,CJX2-4011 AC380V 31,个,439.60,CJX2 40A 380V
CBL-001,电缆,屏蔽控制电缆,RVVP 2×0.5mm² 普通屏蔽,米,3.20,RVVP2*0.5平方
CBL-002,电缆,屏蔽控制电缆,RVVP 3×0.5mm² 普通屏蔽,米,3.68,RVVP3*0.5平方
CBL-003,电缆,屏蔽控制电缆,RVVP 4×0.5mm² 普通屏蔽,米,4.16,RVVP4*0.5平方
CBL-004,电缆,屏蔽控制电缆,RVVP 5×0.5mm² 普通屏蔽,米,4.64,RVVP5*0.5平方
CBL-005,电缆,屏蔽控制电缆,RVVP 2×0.75mm² 普通屏蔽,米,5.12,RVVP2*0.75平方
CBL-006,电缆,屏蔽控制电缆,RVVP 3×0.75mm² 普通屏蔽,米,5.60,RVVP3*0.75平方
CBL-007,电缆,屏蔽控制电缆,RVVP 4×0.75mm² 普通屏蔽,米,6.08,RVVP4*0.75平方
CBL-008,电缆,屏蔽控制电缆,RVVP 5×0.75mm² 普通屏蔽,米,6.56,RVVP5*0.75平方
CBL-009,电缆,屏蔽控制电缆,RVVP 2×1.0mm² 普通屏蔽,米,7.04,RVVP2*1.0平方
CBL-010,电缆,屏蔽控制电缆,RVVP 3×1.0mm² 普通屏蔽,米,7.52,RVVP3*1.0平方
CBL-011,电缆,屏蔽控制电缆,RVVP 4×1.0mm² 普通屏蔽,米,8.00,RVVP4*1.0平方
CBL-012,电缆,屏蔽控制电缆,RVVP 5×1.0mm² 普通屏蔽,米,8.48,RVVP5*1.0平方
CBL-013,电缆,屏蔽控制电缆,RVVP 2×1.5mm² 普通屏蔽,米,8.96,RVVP2*1.5平方
CBL-014,电缆,屏蔽控制电缆,RVVP 3×1.5mm² 普通屏蔽,米,9.44,RVVP3*1.5平方
CBL-015,电缆,屏蔽控制电缆,RVVP 4×1.5mm² 普通屏蔽,米,9.92,RVVP4*1.5平方
CBL-016,电缆,屏蔽控制电缆,RVVP 5×1.5mm² 普通屏蔽,米,10.40,RVVP5*1.5平方
CBL-017,电缆,屏蔽控制电缆,RVVP 2×2.5mm² 普通屏蔽,米,10.88,RVVP2*2.5平方
CBL-018,电缆,屏蔽控制电缆,RVVP 3×2.5mm² 普通屏蔽,米,11.36,RVVP3*2.5平方
CBL-019,电缆,屏蔽控制电缆,RVVP 4×2.5mm² 普通屏蔽,米,11.84,RVVP4*2.5平方
CBL-020,电缆,屏蔽控制电缆,RVVP 5×2.5mm² 普通屏蔽,米,12.32,RVVP5*2.5平方
CBL-021,电缆,屏蔽控制电缆,RVVP 2×0.5mm² 柔性屏蔽,米,12.80,RVVP2*0.5平方
CBL-022,电缆,屏蔽控制电缆,RVVP 3×0.5mm² 柔性屏蔽,米,13.28,RVVP3*0.5平方
CBL-023,电缆,屏蔽控制电缆,RVVP 4×0.5mm² 柔性屏蔽,米,13.76,RVVP4*0.5平方
CBL-024,电缆,屏蔽控制电缆,RVVP 5×0.5mm² 柔性屏蔽,米,14.24,RVVP5*0.5平方
CBL-025,电缆,屏蔽控制电缆,RVVP 2×0.75mm² 柔性屏蔽,米,14.72,RVVP2*0.75平方
CBL-026,电缆,屏蔽控制电缆,RVVP 3×0.75mm² 柔性屏蔽,米,15.20,RVVP3*0.75平方
CBL-027,电缆,屏蔽控制电缆,RVVP 4×0.75mm² 柔性屏蔽,米,15.68,RVVP4*0.75平方
CBL-028,电缆,屏蔽控制电缆,RVVP 5×0.75mm² 柔性屏蔽,米,16.16,RVVP5*0.75平方
CBL-029,电缆,屏蔽控制电缆,RVVP 2×1.0mm² 柔性屏蔽,米,16.64,RVVP2*1.0平方
CBL-030,电缆,屏蔽控制电缆,RVVP 3×1.0mm² 柔性屏蔽,米,17.12,RVVP3*1.0平方
CBL-031,电缆,屏蔽控制电缆,RVVP 4×1.0mm² 柔性屏蔽,米,17.60,RVVP4*1.0平方
CBL-032,电缆,屏蔽控制电缆,RVVP 5×1.0mm² 柔性屏蔽,米,18.08,RVVP5*1.0平方
CBL-033,电缆,屏蔽控制电缆,RVVP 2×1.5mm² 柔性屏蔽,米,18.56,RVVP2*1.5平方
CBL-034,电缆,屏蔽控制电缆,RVVP 3×1.5mm² 柔性屏蔽,米,19.04,RVVP3*1.5平方
CBL-035,电缆,屏蔽控制电缆,RVVP 4×1.5mm² 柔性屏蔽,米,19.52,RVVP4*1.5平方
CBL-036,电缆,屏蔽控制电缆,RVVP 5×1.5mm² 柔性屏蔽,米,20.00,RVVP5*1.5平方
CBL-037,电缆,屏蔽控制电缆,RVVP 2×2.5mm² 柔性屏蔽,米,20.48,RVVP2*2.5平方
CBL-038,电缆,屏蔽控制电缆,RVVP 3×2.5mm² 柔性屏蔽,米,20.96,RVVP3*2.5平方
CBL-039,电缆,屏蔽控制电缆,RVVP 4×2.5mm² 柔性屏蔽,米,21.44,RVVP4*2.5平方
CBL-040,电缆,屏蔽控制电缆,RVVP 5×2.5mm² 柔性屏蔽,米,21.92,RVVP5*2.5平方
CBL-041,电缆,屏蔽控制电缆,RVVP 2×0.5mm² 耐油屏蔽,米,22.40,RVVP2*0.5平方
CBL-042,电缆,屏蔽控制电缆,RVVP 3×0.5mm² 耐油屏蔽,米,22.88,RVVP3*0.5平方
CBL-043,电缆,屏蔽控制电缆,RVVP 4×0.5mm² 耐油屏蔽,米,23.36,RVVP4*0.5平方
CBL-044,电缆,屏蔽控制电缆,RVVP 5×0.5mm² 耐油屏蔽,米,23.84,RVVP5*0.5平方
CBL-045,电缆,屏蔽控制电缆,RVVP 2×0.75mm² 耐油屏蔽,米,24.32,RVVP2*0.75平方
CBL-046,电缆,屏蔽控制电缆,RVVP 3×0.75mm² 耐油屏蔽,米,24.80,RVVP3*0.75平方
CBL-047,电缆,屏蔽控制电缆,RVVP 4×0.75mm² 耐油屏蔽,米,25.28,RVVP4*0.75平方
CBL-048,电缆,屏蔽控制电缆,RVVP 5×0.75mm² 耐油屏蔽,米,25.76,RVVP5*0.75平方
CBL-049,电缆,屏蔽控制电缆,RVVP 2×1.0mm² 耐油屏蔽,米,26.24,RVVP2*1.0平方
CBL-050,电缆,屏蔽控制电缆,RVVP 3×1.0mm² 耐油屏蔽,米,26.72,RVVP3*1.0平方
CBL-051,电缆,屏蔽控制电缆,RVVP 4×1.0mm² 耐油屏蔽,米,27.20,RVVP4*1.0平方
CBL-052,电缆,屏蔽控制电缆,RVVP 5×1.0mm² 耐油屏蔽,米,27.68,RVVP5*1.0平方
CBL-053,电缆,屏蔽控制电缆,RVVP 2×1.5mm² 耐油屏蔽,米,28.16,RVVP2*1.5平方
CBL-054,电缆,屏蔽控制电缆,RVVP 3×1.5mm² 耐油屏蔽,米,28.64,RVVP3*1.5平方
CBL-055,电缆,屏蔽控制电缆,RVVP 4×1.5mm² 耐油屏蔽,米,29.12,RVVP4*1.5平方
CBL-056,电缆,屏蔽控制电缆,RVVP 5×1.5mm² 耐油屏蔽,米,29.60,RVVP5*1.5平方
CBL-057,电缆,屏蔽控制电缆,RVVP 2×2.5mm² 耐油屏蔽,米,30.08,RVVP2*2.5平方
CBL-058,电缆,屏蔽控制电缆,RVVP 3×2.5mm² 耐油屏蔽,米,30.56,RVVP3*2.5平方
CBL-059,电缆,屏蔽控制电缆,RVVP 4×2.5mm² 耐油屏蔽,米,31.04,RVVP4*2.5平方
CBL-060,电缆,屏蔽控制电缆,RVVP 5×2.5mm² 耐油屏蔽,米,31.52,RVVP5*2.5平方
SNS-001,传感器,接近传感器,LJ6A3-1-Z/BX,个,38.00,M6接近开关 1mm
SNS-002,传感器,接近传感器,LJ8A3-1-Z/BX,个,43.60,M8接近开关 1mm
SNS-003,传感器,接近传感器,LJ12A3-1-Z/BX,个,49.20,M12接近开关 1mm
SNS-004,传感器,接近传感器,LJ18A3-1-Z/BX,个,54.80,M18接近开关 1mm
SNS-005,传感器,接近传感器,LJ30A3-1-Z/BX,个,60.40,M30接近开关 1mm
SNS-006,传感器,接近传感器,LJ6A3-2-Z/BX,个,66.00,M6接近开关 2mm
SNS-007,传感器,接近传感器,LJ8A3-2-Z/BX,个,71.60,M8接近开关 2mm
SNS-008,传感器,接近传感器,LJ12A3-2-Z/BX,个,77.20,M12接近开关 2mm
SNS-009,传感器,接近传感器,LJ18A3-2-Z/BX,个,82.80,M18接近开关 2mm
SNS-010,传感器,接近传感器,LJ30A3-2-Z/BX,个,88.40,M30接近开关 2mm
SNS-011,传感器,接近传感器,LJ6A3-4-Z/BX,个,94.00,M6接近开关 4mm
SNS-012,传感器,接近传感器,LJ8A3-4-Z/BX,个,99.60,M8接近开关 4mm
SNS-013,传感器,接近传感器,LJ12A3-4-Z/BX,个,105.20,M12接近开关 4mm
SNS-014,传感器,接近传感器,LJ18A3-4-Z/BX,个,110.80,M18接近开关 4mm
SNS-015,传感器,接近传感器,LJ30A3-4-Z/BX,个,116.40,M30接近开关 4mm
SNS-016,传感器,接近传感器,LJ6A3-5-Z/BX,个,122.00,M6接近开关 5mm
SNS-017,传感器,接近传感器,LJ8A3-5-Z/BX,个,127.60,M8接近开关 5mm
SNS-018,传感器,接近传感器,LJ12A3-5-Z/BX,个,133.20,M12接近开关 5mm
SNS-019,传感器,接近传感器,LJ18A3-5-Z/BX,个,138.80,M18接近开关 5mm
SNS-020,传感器,接近传感器,LJ30A3-5-Z/BX,个,144.40,M30接近开关 5mm
SNS-021,传感器,接近传感器,LJ6A3-8-Z/BX,个,150.00,M6接近开关 8mm
SNS-022,传感器,接近传感器,LJ8A3-8-Z/BX,个,155.60,M8接近开关 8mm
SNS-023,传感器,接近传感器,LJ12A3-8-Z/BX,个,161.20,M12接近开关 8mm
SNS-024,传感器,接近传感器,LJ18A3-8-Z/BX,个,166.80,M18接近开关 8mm
SNS-025,传感器,接近传感器,LJ30A3-8-Z/BX,个,172.40,M30接近开关 8mm
SNS-026,传感器,接近传感器,LJ6A3-1-Z/BY,个,178.00,M6接近开关 1mm
SNS-027,传感器,接近传感器,LJ8A3-1-Z/BY,个,183.60,M8接近开关 1mm
SNS-028,传感器,接近传感器,LJ12A3-1-Z/BY,个,189.20,M12接近开关 1mm
SNS-029,传感器,接近传感器,LJ18A3-1-Z/BY,个,194.80,M18接近开关 1mm
SNS-030,传感器,接近传感器,LJ30A3-1-Z/BY,个,200.40,M30接近开关 1mm
SNS-031,传感器,接近传感器,LJ6A3-2-Z/BY,个,206.00,M6接近开关 2mm
SNS-032,传感器,接近传感器,LJ8A3-2-Z/BY,个,211.60,M8接近开关 2mm
SNS-033,传感器,接近传感器,LJ12A3-2-Z/BY,个,217.20,M12接近开关 2mm
SNS-034,传感器,接近传感器,LJ18A3-2-Z/BY,个,222.80,M18接近开关 2mm
SNS-035,传感器,接近传感器,LJ30A3-2-Z/BY,个,228.40,M30接近开关 2mm
SNS-036,传感器,接近传感器,LJ6A3-4-Z/BY,个,234.00,M6接近开关 4mm
SNS-037,传感器,接近传感器,LJ8A3-4-Z/BY,个,239.60,M8接近开关 4mm
SNS-038,传感器,接近传感器,LJ12A3-4-Z/BY,个,245.20,M12接近开关 4mm
SNS-039,传感器,接近传感器,LJ18A3-4-Z/BY,个,250.80,M18接近开关 4mm
SNS-040,传感器,接近传感器,LJ30A3-4-Z/BY,个,256.40,M30接近开关 4mm
SNS-041,传感器,接近传感器,LJ6A3-5-Z/BY,个,262.00,M6接近开关 5mm
SNS-042,传感器,接近传感器,LJ8A3-5-Z/BY,个,267.60,M8接近开关 5mm
SNS-043,传感器,接近传感器,LJ12A3-5-Z/BY,个,273.20,M12接近开关 5mm
SNS-044,传感器,接近传感器,LJ18A3-5-Z/BY,个,278.80,M18接近开关 5mm
SNS-045,传感器,接近传感器,LJ30A3-5-Z/BY,个,284.40,M30接近开关 5mm
SNS-046,传感器,接近传感器,LJ6A3-8-Z/BY,个,290.00,M6接近开关 8mm
SNS-047,传感器,接近传感器,LJ8A3-8-Z/BY,个,295.60,M8接近开关 8mm
SNS-048,传感器,接近传感器,LJ12A3-8-Z/BY,个,301.20,M12接近开关 8mm
SNS-049,传感器,接近传感器,LJ18A3-8-Z/BY,个,306.80,M18接近开关 8mm
SNS-050,传感器,接近传感器,LJ30A3-8-Z/BY,个,312.40,M30接近开关 8mm
SNS-051,传感器,接近传感器,LJ6A3-1-Z/EX,个,318.00,M6接近开关 1mm
SNS-052,传感器,接近传感器,LJ8A3-1-Z/EX,个,323.60,M8接近开关 1mm
SNS-053,传感器,接近传感器,LJ12A3-1-Z/EX,个,329.20,M12接近开关 1mm
SNS-054,传感器,接近传感器,LJ18A3-1-Z/EX,个,334.80,M18接近开关 1mm
SNS-055,传感器,接近传感器,LJ30A3-1-Z/EX,个,340.40,M30接近开关 1mm
SNS-056,传感器,接近传感器,LJ6A3-2-Z/EX,个,346.00,M6接近开关 2mm
SNS-057,传感器,接近传感器,LJ8A3-2-Z/EX,个,351.60,M8接近开关 2mm
SNS-058,传感器,接近传感器,LJ12A3-2-Z/EX,个,357.20,M12接近开关 2mm
SNS-059,传感器,接近传感器,LJ18A3-2-Z/EX,个,362.80,M18接近开关 2mm
SNS-060,传感器,接近传感器,LJ30A3-2-Z/EX,个,368.40,M30接近开关 2mm
MET-001,金属材料,304不锈钢板,1.0mm×1000×2000,kg,18.00,304板 1.0mm
MET-002,金属材料,304不锈钢板,1.5mm×1000×2000,kg,18.32,304板 1.5mm
MET-003,金属材料,304不锈钢板,2.0mm×1000×2000,kg,18.64,304板 2.0mm
MET-004,金属材料,304不锈钢板,3.0mm×1000×2000,kg,18.96,304板 3.0mm
MET-005,金属材料,304不锈钢板,4.0mm×1000×2000,kg,19.28,304板 4.0mm
MET-006,金属材料,304不锈钢板,1.0mm×1220×2000,kg,19.60,304板 1.0mm
MET-007,金属材料,304不锈钢板,1.5mm×1220×2000,kg,19.92,304板 1.5mm
MET-008,金属材料,304不锈钢板,2.0mm×1220×2000,kg,20.24,304板 2.0mm
MET-009,金属材料,304不锈钢板,3.0mm×1220×2000,kg,20.56,304板 3.0mm
MET-010,金属材料,304不锈钢板,4.0mm×1220×2000,kg,20.88,304板 4.0mm
MET-011,金属材料,304不锈钢板,1.0mm×1500×2000,kg,21.20,304板 1.0mm
MET-012,金属材料,304不锈钢板,1.5mm×1500×2000,kg,21.52,304板 1.5mm
MET-013,金属材料,304不锈钢板,2.0mm×1500×2000,kg,21.84,304板 2.0mm
MET-014,金属材料,304不锈钢板,3.0mm×1500×2000,kg,22.16,304板 3.0mm
MET-015,金属材料,304不锈钢板,4.0mm×1500×2000,kg,22.48,304板 4.0mm
MET-016,金属材料,304不锈钢板,1.0mm×1000×2440,kg,22.80,304板 1.0mm
MET-017,金属材料,304不锈钢板,1.5mm×1000×2440,kg,23.12,304板 1.5mm
MET-018,金属材料,304不锈钢板,2.0mm×1000×2440,kg,23.44,304板 2.0mm
MET-019,金属材料,304不锈钢板,3.0mm×1000×2440,kg,23.76,304板 3.0mm
MET-020,金属材料,304不锈钢板,4.0mm×1000×2440,kg,24.08,304板 4.0mm
MET-021,金属材料,304不锈钢板,1.0mm×1220×2440,kg,24.40,304板 1.0mm
MET-022,金属材料,304不锈钢板,1.5mm×1220×2440,kg,24.72,304板 1.5mm
MET-023,金属材料,304不锈钢板,2.0mm×1220×2440,kg,25.04,304板 2.0mm
MET-024,金属材料,304不锈钢板,3.0mm×1220×2440,kg,25.36,304板 3.0mm
MET-025,金属材料,304不锈钢板,4.0mm×1220×2440,kg,25.68,304板 4.0mm
MET-026,金属材料,304不锈钢板,1.0mm×1500×2440,kg,26.00,304板 1.0mm
MET-027,金属材料,304不锈钢板,1.5mm×1500×2440,kg,26.32,304板 1.5mm
MET-028,金属材料,304不锈钢板,2.0mm×1500×2440,kg,26.64,304板 2.0mm
MET-029,金属材料,304不锈钢板,3.0mm×1500×2440,kg,26.96,304板 3.0mm
MET-030,金属材料,304不锈钢板,4.0mm×1500×2440,kg,27.28,304板 4.0mm
MET-031,金属材料,304不锈钢板,1.0mm×1000×3000,kg,27.60,304板 1.0mm
MET-032,金属材料,304不锈钢板,1.5mm×1000×3000,kg,27.92,304板 1.5mm
MET-033,金属材料,304不锈钢板,2.0mm×1000×3000,kg,28.24,304板 2.0mm
MET-034,金属材料,304不锈钢板,3.0mm×1000×3000,kg,28.56,304板 3.0mm
MET-035,金属材料,304不锈钢板,4.0mm×1000×3000,kg,28.88,304板 4.0mm
MET-036,金属材料,304不锈钢板,1.0mm×1220×3000,kg,29.20,304板 1.0mm
MET-037,金属材料,304不锈钢板,1.5mm×1220×3000,kg,29.52,304板 1.5mm
MET-038,金属材料,304不锈钢板,2.0mm×1220×3000,kg,29.84,304板 2.0mm
MET-039,金属材料,304不锈钢板,3.0mm×1220×3000,kg,30.16,304板 3.0mm
MET-040,金属材料,304不锈钢板,4.0mm×1220×3000,kg,30.48,304板 4.0mm
MET-041,金属材料,304不锈钢板,1.0mm×1500×3000,kg,30.80,304板 1.0mm
MET-042,金属材料,304不锈钢板,1.5mm×1500×3000,kg,31.12,304板 1.5mm
MET-043,金属材料,304不锈钢板,2.0mm×1500×3000,kg,31.44,304板 2.0mm
MET-044,金属材料,304不锈钢板,3.0mm×1500×3000,kg,31.76,304板 3.0mm
MET-045,金属材料,304不锈钢板,4.0mm×1500×3000,kg,32.08,304板 4.0mm
MET-046,金属材料,304不锈钢板,1.0mm×1000×6000,kg,32.40,304板 1.0mm
MET-047,金属材料,304不锈钢板,1.5mm×1000×6000,kg,32.72,304板 1.5mm
MET-048,金属材料,304不锈钢板,2.0mm×1000×6000,kg,33.04,304板 2.0mm
MET-049,金属材料,304不锈钢板,3.0mm×1000×6000,kg,33.36,304板 3.0mm
MET-050,金属材料,304不锈钢板,4.0mm×1000×6000,kg,33.68,304板 4.0mm
MET-051,金属材料,304不锈钢板,1.0mm×1220×6000,kg,34.00,304板 1.0mm
MET-052,金属材料,304不锈钢板,1.5mm×1220×6000,kg,34.32,304板 1.5mm
MET-053,金属材料,304不锈钢板,2.0mm×1220×6000,kg,34.64,304板 2.0mm
MET-054,金属材料,304不锈钢板,3.0mm×1220×6000,kg,34.96,304板 3.0mm
MET-055,金属材料,304不锈钢板,4.0mm×1220×6000,kg,35.28,304板 4.0mm
MET-056,金属材料,304不锈钢板,1.0mm×1500×6000,kg,35.60,304板 1.0mm
MET-057,金属材料,304不锈钢板,1.5mm×1500×6000,kg,35.92,304板 1.5mm
MET-058,金属材料,304不锈钢板,2.0mm×1500×6000,kg,36.24,304板 2.0mm
MET-059,金属材料,304不锈钢板,3.0mm×1500×6000,kg,36.56,304板 3.0mm
MET-060,金属材料,304不锈钢板,4.0mm×1500×6000,kg,36.88,304板 4.0mm
CUT-001,切削工具,硬质合金立铣刀,D2×50 4刃,支,12.00,四刃铣刀 D2
CUT-002,切削工具,硬质合金立铣刀,D3×50 4刃,支,14.18,四刃铣刀 D3
CUT-003,切削工具,硬质合金立铣刀,D4×50 4刃,支,16.36,四刃铣刀 D4
CUT-004,切削工具,硬质合金立铣刀,D5×50 4刃,支,18.54,四刃铣刀 D5
CUT-005,切削工具,硬质合金立铣刀,D6×50 4刃,支,20.72,四刃铣刀 D6
CUT-006,切削工具,硬质合金立铣刀,D8×50 4刃,支,22.90,四刃铣刀 D8
CUT-007,切削工具,硬质合金立铣刀,D10×50 4刃,支,25.08,四刃铣刀 D10
CUT-008,切削工具,硬质合金立铣刀,D12×50 4刃,支,27.26,四刃铣刀 D12
CUT-009,切削工具,硬质合金立铣刀,D16×50 4刃,支,29.44,四刃铣刀 D16
CUT-010,切削工具,硬质合金立铣刀,D20×50 4刃,支,31.62,四刃铣刀 D20
CUT-011,切削工具,硬质合金立铣刀,D2×60 4刃,支,33.80,四刃铣刀 D2
CUT-012,切削工具,硬质合金立铣刀,D3×60 4刃,支,35.98,四刃铣刀 D3
CUT-013,切削工具,硬质合金立铣刀,D4×60 4刃,支,38.16,四刃铣刀 D4
CUT-014,切削工具,硬质合金立铣刀,D5×60 4刃,支,40.34,四刃铣刀 D5
CUT-015,切削工具,硬质合金立铣刀,D6×60 4刃,支,42.52,四刃铣刀 D6
CUT-016,切削工具,硬质合金立铣刀,D8×60 4刃,支,44.70,四刃铣刀 D8
CUT-017,切削工具,硬质合金立铣刀,D10×60 4刃,支,46.88,四刃铣刀 D10
CUT-018,切削工具,硬质合金立铣刀,D12×60 4刃,支,49.06,四刃铣刀 D12
CUT-019,切削工具,硬质合金立铣刀,D16×60 4刃,支,51.24,四刃铣刀 D16
CUT-020,切削工具,硬质合金立铣刀,D20×60 4刃,支,53.42,四刃铣刀 D20
CUT-021,切削工具,硬质合金立铣刀,D2×75 4刃,支,55.60,四刃铣刀 D2
CUT-022,切削工具,硬质合金立铣刀,D3×75 4刃,支,57.78,四刃铣刀 D3
CUT-023,切削工具,硬质合金立铣刀,D4×75 4刃,支,59.96,四刃铣刀 D4
CUT-024,切削工具,硬质合金立铣刀,D5×75 4刃,支,62.14,四刃铣刀 D5
CUT-025,切削工具,硬质合金立铣刀,D6×75 4刃,支,64.32,四刃铣刀 D6
CUT-026,切削工具,硬质合金立铣刀,D8×75 4刃,支,66.50,四刃铣刀 D8
CUT-027,切削工具,硬质合金立铣刀,D10×75 4刃,支,68.68,四刃铣刀 D10
CUT-028,切削工具,硬质合金立铣刀,D12×75 4刃,支,70.86,四刃铣刀 D12
CUT-029,切削工具,硬质合金立铣刀,D16×75 4刃,支,73.04,四刃铣刀 D16
CUT-030,切削工具,硬质合金立铣刀,D20×75 4刃,支,75.22,四刃铣刀 D20
CUT-031,切削工具,硬质合金立铣刀,D2×100 4刃,支,77.40,四刃铣刀 D2
CUT-032,切削工具,硬质合金立铣刀,D3×100 4刃,支,79.58,四刃铣刀 D3
CUT-033,切削工具,硬质合金立铣刀,D4×100 4刃,支,81.76,四刃铣刀 D4
CUT-034,切削工具,硬质合金立铣刀,D5×100 4刃,支,83.94,四刃铣刀 D5
CUT-035,切削工具,硬质合金立铣刀,D6×100 4刃,支,86.12,四刃铣刀 D6
